GA Version,k,Pop,Gens,Seeds,Selection,Crossover,PX,Mutator,PM,Problem Instance,Num Edges,Num Vertices,Num Odd Edge Vertices,Sum Edges,,Best Total Travel Distance,Best Longest Route,Average Best Per Seed,Standard Dev Subtour Distance,Time Sec,Best Seed,Best Tour
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb15,21,7,0,56,0,72,8,76.2667,2.81583,2975.65,8647,"{{0, 4, 3, 0}: 6.000000, {0, 5, 1, 0, 6, 1, 0}: 8.000000, {0, 3, 2, 4, 0}: 8.000000, {0, 5, 2, 6, 0}: 8.000000, {0, 6, 3, 0}: 6.000000, {0, 5, 4, 0}: 7.000000, {0, 6, 5, 0}: 8.000000, {0, 4, 1, 2, 0}: 6.000000, {0, 1, 3, 5, 0}: 8.000000, {0, 6, 4, 0}: 7.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,125,63,127.067,1.80616,3146.86,3520,"{{0, 2, 7, 1, 5, 6, 1, 4, 5, 3, 4, 6, 2, 1, 3, 0}: 63.000000, {0, 6, 4, 7, 3, 2, 4, 0, 2, 5, 0, 1, 5, 7, 6, 3, 7, 0}: 62.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,125,42,132.233,3.58407,3266.06,6948,"{{0, 5, 1, 5, 4, 6, 0, 2, 7, 3, 7, 4, 1, 0}: 41.000000, {0, 2, 3, 6, 7, 1, 2, 6, 4, 0}: 42.000000, {0, 7, 5, 3, 4, 2, 5, 6, 1, 3, 0}: 42.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,131,33,137.267,4.26562,3505.02,6377,"{{0, 6, 3, 5, 1, 7, 2, 4, 0, 1, 0}: 33.000000, {0, 2, 5, 6, 4, 7, 3, 5, 0}: 32.000000, {0, 3, 4, 6, 1, 3, 7, 3, 2, 0}: 33.000000, {0, 7, 5, 4, 1, 2, 6, 7, 0}: 33.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,133,27,141.3,4.4807,3575.43,4187,"{{0, 2, 4, 5, 6, 7, 0}: 26.000000, {0, 7, 4, 0, 2, 7, 3, 5, 0}: 27.000000, {0, 2, 6, 4, 3, 1, 0}: 27.000000, {0, 3, 6, 1, 5, 1, 7, 0, 6, 0}: 26.000000, {0, 2, 5, 7, 3, 2, 1, 4, 6, 0}: 27.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,137,23,148.5,6.94142,3731.95,6377,"{{0, 2, 5, 1, 3, 4, 2, 0}: 23.000000, {0, 6, 0, 4, 5, 0}: 22.000000, {0, 1, 2, 0, 7, 3, 6, 2, 0}: 23.000000, {0, 7, 3, 5, 1, 6, 4, 1, 7, 0}: 23.000000, {0, 7, 2, 3, 0, 7, 6, 0}: 23.000000, {0, 7, 5, 6, 4, 7, 0}: 23.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,141,21,148.767,6.42746,3746.2,9420,"{{0, 7, 3, 7, 6, 3, 5, 2, 0}: 21.000000, {0, 6, 5, 3, 2, 0}: 20.000000, {0, 2, 6, 4, 5, 7, 0}: 21.000000, {0, 6, 4, 3, 7, 1, 0}: 19.000000, {0, 5, 1, 4, 0}: 18.000000, {0, 7, 2, 0, 6, 1, 3, 0}: 21.000000, {0, 2, 1, 5, 3, 7, 4, 2, 0}: 21.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,145,19,152.233,4.73767,3874.6,4715,"{{0, 7, 2, 7, 5, 6, 0}: 18.000000, {0, 7, 1, 6, 7, 0}: 19.000000, {0, 7, 3, 4, 7, 0}: 17.000000, {0, 2, 6, 4, 1, 2, 0}: 19.000000, {0, 2, 3, 6, 4, 2, 0}: 18.000000, {0, 2, 5, 3, 0, 6, 4, 6, 0}: 18.000000, {0, 4, 5, 1, 0}: 18.000000, {0, 7, 0, 5, 1, 3, 7, 0}: 18.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,141,17,158.933,7.72413,3958.81,3641,"{{0, 6, 4, 5, 1, 7, 0}: 17.000000, {0, 2, 6, 7, 0}: 17.000000, {0, 7, 2, 7, 3, 5, 0}: 14.000000, {0, 6, 3, 1, 0}: 16.000000, {0, 2, 3, 7, 3, 0}: 13.000000, {0, 2, 5, 1, 4, 0}: 17.000000, {0, 2, 4, 6, 1, 2, 0}: 16.000000, {0, 7, 3, 4, 7, 0}: 17.000000, {0, 7, 5, 6, 0}: 14.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb16,28,8,8,119,0,151,16,162,7.3212,4011.03,3641,"{{0, 7, 2, 3, 0}: 13.000000, {0, 1, 7, 5, 3, 0}: 16.000000, {0, 6, 1, 5, 2, 0}: 15.000000, {0, 7, 4, 2, 0, 7, 0}: 15.000000, {0, 5, 6, 0}: 16.000000, {0, 6, 4, 6, 7, 0, 2, 0}: 16.000000, {0, 2, 6, 3, 0}: 16.000000, {0, 7, 3, 4, 1, 2, 0}: 16.000000, {0, 7, 3, 1, 0}: 12.000000, {0, 7, 5, 4, 0}: 16.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,91,46,91.0333,0.179506,3131.82,3520,"{{0, 6, 5, 0, 4, 3, 5, 1, 4, 7, 6, 4, 2, 1, 6, 0}: 46.000000, {0, 1, 0, 2, 6, 3, 2, 0, 7, 0, 3, 0, 5, 7, 3, 1, 7, 2, 5, 4, 0}: 45.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,91,31,94.2667,2.2647,3291.09,9420,"{{0, 2, 1, 0, 7, 5, 0, 2, 6, 0, 4, 2, 5, 4, 0}: 30.000000, {0, 6, 4, 1, 3, 4, 7, 1, 6, 5, 0}: 30.000000, {0, 7, 3, 6, 7, 2, 3, 0, 1, 5, 3, 0}: 31.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,95,24,98.4667,2.56558,3536.06,2650,"{{0, 7, 3, 1, 0, 4, 0, 1, 6, 7, 2, 0}: 24.000000, {0, 1, 7, 4, 2, 0, 3, 5, 2, 1, 0}: 23.000000, {0, 4, 3, 2, 6, 5, 0, 3, 6, 0}: 24.000000, {0, 4, 1, 5, 0, 6, 4, 5, 7, 0}: 24.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,95,19,101.2,4.36196,3662.22,9420,"{{0, 7, 6, 4, 7, 0}: 19.000000, {0, 7, 3, 0, 4, 0, 2, 5, 7, 0}: 19.000000, {0, 5, 4, 3, 1, 6, 3, 0}: 19.000000, {0, 5, 1, 7, 2, 1, 4, 2, 3, 0}: 19.000000, {0, 1, 0, 6, 0, 2, 6, 5, 3, 0}: 19.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,99,17,104.9,4.28447,3764.51,8647,"{{0, 3, 1, 5, 2, 6, 1, 4, 0}: 16.000000, {0, 7, 0, 5, 3, 0, 6, 7, 0}: 17.000000, {0, 1, 0, 2, 3, 6, 5, 0}: 17.000000, {0, 7, 4, 0, 2, 4, 3, 0}: 16.000000, {0, 2, 1, 7, 3, 0, 6, 4, 0}: 17.000000, {0, 4, 5, 7, 2, 0}: 16.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,103,15,106.8,4.0612,3885.56,8115,"{{0, 7, 6, 5, 0}: 15.000000, {0, 3, 0, 6, 4, 2, 3, 0}: 15.000000, {0, 3, 1, 0, 1, 7, 4, 1, 0}: 15.000000, {0, 7, 2, 0, 7, 3, 6, 0}: 15.000000, {0, 7, 5, 0, 4, 0, 2, 6, 0}: 15.000000, {0, 5, 0, 1, 2, 5, 1, 6, 0}: 13.000000, {0, 4, 3, 5, 4, 0}: 15.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,108,14,109.533,4.1692,3964.04,9420,"{{0, 7, 5, 4, 0}: 13.000000, {0, 6, 2, 7, 2, 3, 0}: 14.000000, {0, 6, 5, 0, 2, 0, 1, 5, 0}: 14.000000, {0, 4, 2, 0, 7, 4, 0, 6, 0}: 14.000000, {0, 5, 2, 1, 6, 3, 0}: 13.000000, {0, 7, 3, 4, 1, 3, 0}: 14.000000, {0, 5, 0, 6, 7, 1, 0}: 13.000000, {0, 6, 4, 0, 3, 5, 0}: 13.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,107,13,110.6,4.52843,4042,8647,"{{0, 3, 2, 6, 3, 0}: 12.000000, {0, 6, 4, 1, 4, 0}: 11.000000, {0, 3, 1, 7, 4, 0}: 11.000000, {0, 5, 2, 1, 2, 0}: 9.000000, {0, 6, 5, 4, 0}: 13.000000, {0, 5, 3, 7, 2, 0}: 13.000000, {0, 6, 1, 0, 5, 7, 0}: 12.000000, {0, 5, 1, 6, 7, 0}: 13.000000, {0, 7, 0, 2, 4, 3, 0, 1, 0}: 13.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb17,28,8,8,84,0,113,12,112.367,4.65821,4098.6,3520,"{{0, 6, 4, 3, 0}: 11.000000, {0, 7, 6, 0}: 9.000000, {0, 2, 1, 0, 5, 6, 0}: 12.000000, {0, 4, 2, 0, 3, 1, 4, 0}: 11.000000, {0, 7, 2, 0, 3, 6, 0}: 11.000000, {0, 5, 1, 3, 7, 1, 0}: 12.000000, {0, 6, 2, 0, 4, 7, 0}: 12.000000, {0, 7, 0, 2, 5, 4, 0}: 12.000000, {0, 6, 0, 2, 3, 5, 0}: 11.000000, {0, 7, 5, 0, 1, 6, 0}: 12.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,158,79,165.933,5.00622,4156.28,6377,"{{0, 6, 2, 8, 6, 5, 4, 3, 0, 7, 4, 1, 0, 8, 3, 2, 0}: 79.000000, {0, 4, 6, 3, 5, 2, 1, 5, 8, 4, 2, 7, 3, 1, 7, 6, 1, 8, 7, 5, 0}: 79.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,163,55,172.767,6.05906,4562.12,4187,"{{0, 2, 6, 4, 5, 7, 3, 1, 5, 6, 8, 4, 0}: 55.000000, {0, 8, 7, 5, 7, 0, 1, 6, 7, 2, 4, 7, 6, 3, 0}: 53.000000, {0, 6, 3, 4, 1, 2, 5, 3, 7, 1, 8, 2, 3, 8, 5, 0}: 55.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,164,41,182.467,7.82191,4567.06,7350,"{{0, 7, 3, 1, 6, 5, 3, 4, 2, 1, 0}: 41.000000, {0, 6, 4, 5, 7, 6, 8, 7, 1, 5, 8, 2, 0}: 41.000000, {0, 8, 3, 6, 3, 2, 7, 5, 8, 4, 0}: 41.000000, {0, 3, 6, 2, 5, 8, 1, 4, 7, 5, 0}: 41.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,170,35,191.4,9.95858,4514.85,3580,"{{0, 1, 6, 3, 6, 2, 8, 7, 1, 3, 0}: 32.000000, {0, 8, 5, 1, 4, 6, 7, 8, 5, 3, 7, 0}: 35.000000, {0, 1, 8, 6, 5, 4, 7, 5, 0}: 34.000000, {0, 4, 2, 3, 8, 5, 2, 0}: 34.000000, {0, 1, 2, 7, 8, 4, 3, 6, 0}: 35.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,190,32,200.833,9.48361,4801.73,8115,"{{0, 6, 3, 4, 0, 2, 5, 0}: 32.000000, {0, 1, 2, 3, 6, 5, 1, 0}: 31.000000, {0, 8, 5, 3, 6, 2, 8, 6, 3, 0}: 32.000000, {0, 1, 8, 5, 7, 1, 3, 1, 4, 7, 3, 1, 0}: 31.000000, {0, 5, 7, 2, 4, 5, 7, 6, 0}: 32.000000, {0, 1, 6, 3, 7, 8, 4, 6, 3, 8, 7, 0}: 32.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,195,29,210.967,8.0849,4752.27,4187,"{{0, 5, 4, 8, 7, 1, 0}: 28.000000, {0, 1, 5, 7, 4, 3, 1, 0}: 27.000000, {0, 7, 3, 8, 5, 8, 1, 6, 7, 5, 7, 3, 6, 0}: 28.000000, {0, 1, 4, 6, 3, 1, 2, 5, 0}: 29.000000, {0, 3, 7, 8, 7, 5, 6, 7, 2, 0}: 29.000000, {0, 2, 6, 3, 5, 8, 0}: 25.000000, {0, 4, 2, 3, 6, 8, 2, 0}: 29.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,203,26,213.767,8.69361,4711.46,7284,"{{0, 6, 3, 7, 8, 5, 2, 6, 0}: 26.000000, {0, 1, 4, 2, 7, 0}: 25.000000, {0, 2, 3, 6, 5, 8, 0}: 26.000000, {0, 5, 3, 4, 7, 0}: 24.000000, {0, 1, 8, 3, 1, 5, 8, 6, 0}: 25.000000, {0, 5, 7, 5, 8, 4, 6, 3, 0}: 26.000000, {0, 6, 7, 1, 2, 8, 6, 0}: 25.000000, {0, 1, 3, 7, 3, 1, 6, 7, 5, 4, 0}: 26.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,207,25,222.6,9.43257,4783.22,9963,"{{0, 1, 7, 5, 6, 7, 8, 1, 0}: 24.000000, {0, 1, 4, 6, 8, 3, 0}: 21.000000, {0, 5, 7, 5, 1, 2, 0}: 24.000000, {0, 3, 5, 8, 0}: 18.000000, {0, 5, 7, 4, 5, 0}: 23.000000, {0, 7, 3, 1, 6, 3, 6, 2, 0}: 25.000000, {0, 2, 8, 4, 3, 1, 0}: 25.000000, {0, 1, 3, 2, 5, 7, 6, 0}: 22.000000, {0, 4, 2, 7, 0}: 25.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb18,36,9,0,158,0,219,23,232.267,9.70544,4884.32,3116,"{{0, 4, 8, 0}: 22.000000, {0, 5, 3, 7, 8, 7, 4, 1, 0}: 23.000000, {0, 2, 6, 4, 0}: 22.000000, {0, 1, 2, 4, 0}: 22.000000, {0, 6, 5, 8, 1, 3, 0}: 22.000000, {0, 1, 7, 8, 2, 3, 7, 0}: 23.000000, {0, 7, 2, 5, 0}: 23.000000, {0, 6, 3, 6, 8, 5, 7, 6, 1, 0}: 18.000000, {0, 1, 3, 7, 3, 4, 5, 0}: 22.000000, {0, 1, 3, 8, 3, 7, 5, 1, 0}: 22.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,55,28,55,0,1263.78,3520,"{{0, 1, 6, 1, 4, 0, 5, 7, 5, 0}: 28.000000, {0, 3, 1, 2, 6, 4, 0}: 27.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,61,21,57.5333,2.41845,1286.22,3520,"{{0, 4, 1, 2, 6, 4, 0}: 21.000000, {0, 5, 7, 5, 0, 4, 0, 5, 0}: 20.000000, {0, 3, 1, 6, 1, 0}: 20.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,65,17,64.0667,0.997775,1392.11,3520,"{{0, 4, 0, 5, 7, 5, 0}: 16.000000, {0, 1, 3, 0}: 16.000000, {0, 1, 2, 6, 1, 0}: 17.000000, {0, 4, 1, 6, 4, 0}: 16.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,79,17,75.4,2.6533,1619.75,3520,"{{0, 3, 1, 0}: 16.000000, {0, 3, 0, 1, 2, 1, 0}: 16.000000, {0, 5, 7, 5, 0}: 14.000000, {0, 1, 2, 6, 1, 0}: 17.000000, {0, 4, 1, 6, 4, 0}: 16.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,85,17,84.7333,5.8818,1777.51,3520,"{{0, 4, 1, 0, 5, 0}: 14.000000, {0, 3, 1, 0}: 16.000000, {0, 1, 2, 6, 1, 0}: 17.000000, {0, 1, 2, 1, 6, 4, 0}: 16.000000, {0, 4, 0, 5, 7, 5, 0}: 16.000000, {0, 3, 0}: 6.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,85,17,89.4667,7.75772,1856.28,3520,"{{0, 1, 2, 6, 1, 0}: 17.000000, {0, 4, 1, 0}: 10.000000, {0, 4, 6, 1, 0}: 14.000000, {0, 1, 2, 1, 0}: 10.000000, {0, 5, 7, 5, 0}: 14.000000, {0, 5, 0}: 4.000000, {0, 3, 1, 0}: 16.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,107,17,93,5.79655,1884.45,3520,"{{0, 3, 1, 0}: 16.000000, {0, 3, 0, 1, 0}: 14.000000, {0, 4, 0, 5, 7, 5, 0}: 16.000000, {0}: 0.000000, {0, 4, 1, 4, 0, 5, 0}: 16.000000, {0, 1, 6, 1, 0}: 12.000000, {0, 1, 2, 1, 6, 4, 0}: 16.000000, {0, 1, 2, 6, 1, 0}: 17.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,105,17,94.4,8.5969,1934.16,3520,"{{0}: 0.000000, {0, 3, 1, 0}: 16.000000, {0, 5, 7, 5, 0}: 14.000000, {0, 1, 2, 6, 1, 0}: 17.000000, {0, 1, 6, 1, 2, 1, 0}: 14.000000, {0, 4, 6, 1, 0}: 14.000000, {0, 1, 0}: 8.000000, {0, 5, 0, 4, 1, 4, 0}: 16.000000, {0, 3, 0}: 6.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb19,11,8,4,45,0,91,17,96.2667,8.18915,1978.6,3520,"{{0, 5, 7, 5, 0}: 14.000000, {0, 1, 2, 1, 0, 5, 0}: 14.000000, {0, 3, 0, 4, 1, 0}: 16.000000, {0, 1, 6, 4, 0}: 14.000000, {0, 1, 2, 6, 1, 0}: 17.000000, {0}: 0.000000, {0}: 0.000000, {0}: 0.000000, {0}: 0.000000, {0, 3, 1, 0}: 16.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,121,61,122.133,1.25786,2674.93,3520,"{{0, 2, 9, 6, 9, 7, 3, 8, 7, 6, 2, 0, 6, 4, 0}: 60.000000, {0, 7, 4, 5, 4, 6, 3, 0, 8, 1, 4, 10, 6, 0}: 61.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,121,41,124.7,2.05183,2727.02,8524,"{{0, 7, 6, 10, 4, 5, 4, 6, 0}: 40.000000, {0, 8, 3, 7, 8, 1, 4, 6, 3, 0}: 40.000000, {0, 2, 9, 6, 9, 7, 4, 0, 6, 2, 0}: 41.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,123,31,129.2,3.85919,2962.26,3520,"{{0, 4, 5, 4, 10, 6, 0}: 30.000000, {0, 6, 2, 9, 7, 6, 4, 1, 8, 0}: 31.000000, {0, 3, 8, 7, 4, 6, 0, 2, 0}: 31.000000, {0, 6, 9, 6, 3, 7, 0}: 31.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,126,26,133.7,5.44763,3076.96,3580,"{{0, 6, 3, 7, 9, 2, 0}: 25.000000, {0, 6, 9, 7, 6, 4, 7, 6, 0, 8, 0}: 26.000000, {0, 7, 8, 3, 0}: 25.000000, {0, 4, 10, 6, 2, 0}: 24.000000, {0, 6, 4, 5, 4, 1, 8, 0}: 26.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,127,22,135.933,5.55538,3207.83,4715,"{{0, 6, 4, 5, 4, 0}: 21.000000, {0, 7, 3, 0}: 21.000000, {0, 6, 4, 7, 9, 2, 0}: 22.000000, {0, 6, 3, 8, 0, 6, 2, 0}: 22.000000, {0, 6, 10, 4, 1, 8, 0}: 21.000000, {0, 6, 9, 6, 7, 8, 0}: 20.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,132,20,139.767,4.44735,3297.72,3116,"{{0, 6, 4, 5, 4, 6, 0}: 20.000000, {0, 2, 9, 7, 0}: 20.000000, {0, 8, 1, 4, 6, 2, 0}: 20.000000, {0, 6, 7, 4, 0}: 16.000000, {0, 8, 7, 3, 0}: 20.000000, {0, 6, 10, 4, 0}: 16.000000, {0, 6, 9, 6, 3, 8, 0}: 20.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,147,20,149.967,5.49232,3461.92,3520,"{{0, 6, 4, 5, 4, 6, 0}: 20.000000, {0, 7, 0}: 18.000000, {0, 6, 4, 7, 9, 7, 6, 0}: 19.000000, {0, 6, 4, 1, 8, 3, 0}: 20.000000, {0, 6, 10, 4, 0}: 16.000000, {0, 8, 0, 6, 3, 6, 2, 0}: 20.000000, {0, 8, 7, 3, 0}: 20.000000, {0, 6, 9, 2, 0}: 14.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,166,20,157.3,7.0812,3711.2,3520,"{{0, 6, 4, 7, 0}: 20.000000, {0, 2, 0, 6, 10, 4, 0}: 20.000000, {0, 8, 1, 4, 6, 2, 0}: 20.000000, {0, 6, 3, 8, 0}: 12.000000, {0, 6, 0, 8, 7, 0}: 19.000000, {0, 3, 7, 6, 0}: 16.000000, {0, 3, 0, 6, 9, 2, 0}: 20.000000, {0, 6, 4, 5, 4, 6, 0}: 20.000000, {0, 4, 0, 6, 7, 9, 6, 0}: 19.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb20,22,11,4,105,0,168,20,165.067,6.72276,3832.26,3520,"{{0, 2, 9, 2, 0}: 18.000000, {0, 7, 6, 0}: 13.000000, {0, 6, 2, 0}: 10.000000, {0, 6, 10, 4, 0}: 16.000000, {0, 3, 7, 8, 0}: 20.000000, {0, 6, 3, 6, 0, 8, 0}: 12.000000, {0, 6, 4, 5, 4, 6, 0}: 20.000000, {0, 8, 3, 0, 6, 9, 6, 0}: 20.000000, {0, 6, 4, 7, 9, 7, 6, 0}: 19.000000, {0, 6, 4, 1, 8, 0, 4, 0}: 20.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,154,77,158.333,2.95898,3874.12,3520,"{{0, 7, 6, 4, 1, 7, 9, 5, 2, 10, 5, 8, 9, 0, 5, 6, 8, 0}: 77.000000, {0, 1, 7, 3, 6, 9, 2, 1, 8, 3, 1, 5, 10, 0, 10, 6, 0, 2, 4, 0}: 77.000000}"
original,3,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,156,53,164.767,5.86903,4146.5,8115,"{{0, 2, 1, 7, 6, 3, 8, 6, 4, 1, 2, 9, 6, 0}: 52.000000, {0, 7, 3, 1, 2, 5, 6, 10, 2, 4, 0}: 53.000000, {0, 1, 5, 8, 9, 5, 0, 10, 5, 10, 0, 9, 7, 1, 8, 0}: 51.000000}"
original,4,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,158,40,173.767,6.31761,4399.61,7537,"{{0, 4, 1, 0, 10, 6, 5, 2, 0}: 40.000000, {0, 1, 3, 8, 0, 7, 3, 6, 9, 7, 0}: 40.000000, {0, 6, 4, 2, 10, 5, 1, 8, 5, 10, 0}: 40.000000, {0, 9, 5, 0, 1, 2, 9, 8, 6, 7, 1, 0}: 38.000000}"
original,5,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,164,34,178.667,9.16636,4578.43,3641,"{{0, 6, 4, 1, 7, 9, 6, 10, 0, 8, 6, 7, 1, 0}: 34.000000, {0, 1, 2, 5, 0, 10, 5, 8, 9, 0}: 34.000000, {0, 2, 10, 0, 9, 2, 4, 0}: 33.000000, {0, 7, 1, 7, 3, 6, 5, 10, 0}: 33.000000, {0, 1, 8, 3, 1, 5, 9, 0}: 30.000000}"
original,6,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,171,29,190,10.9757,4817.77,3116,"{{0, 5, 8, 3, 6, 0}: 29.000000, {0, 8, 9, 2, 5, 0}: 29.000000, {0, 9, 2, 1, 8, 6, 7, 9, 6, 0}: 28.000000, {0, 10, 5, 9, 0, 1, 2, 4, 6, 0}: 28.000000, {0, 1, 3, 7, 1, 5, 6, 10, 0}: 28.000000, {0, 2, 10, 0, 4, 1, 7, 0}: 29.000000}"
original,7,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,183,27,189.3,8.9411,4860,6377,"{{0, 2, 5, 6, 0}: 27.000000, {0, 9, 7, 9, 6, 4, 0, 1, 7, 6, 0}: 27.000000, {0, 1, 0, 10, 5, 8, 9, 2, 9, 7, 0}: 26.000000, {0, 7, 3, 6, 10, 0}: 22.000000, {0, 10, 2, 1, 3, 1, 0, 5, 10, 0, 9, 0}: 27.000000, {0, 1, 4, 2, 1, 8, 6, 0}: 27.000000, {0, 8, 3, 1, 5, 9, 0}: 27.000000}"
original,8,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,180,23,196.833,11.2222,4928.22,8591,"{{0, 1, 4, 6, 9, 8, 0}: 23.000000, {0, 10, 2, 1, 5, 6, 0}: 23.000000, {0, 7, 6, 8, 5, 10, 0, 9, 0}: 23.000000, {0, 7, 3, 6, 10, 0}: 22.000000, {0, 1, 2, 5, 0, 1, 7, 1, 0}: 21.000000, {0, 9, 5, 10, 0, 6, 9, 7, 0}: 22.000000, {0, 2, 1, 2, 4, 0}: 23.000000, {0, 1, 8, 3, 1, 2, 9, 0}: 23.000000}"
original,9,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,184,22,202.133,10.0058,5111.44,4187,"{{0, 7, 0, 10, 5, 6, 9, 0}: 21.000000, {0, 1, 3, 1, 0, 4, 2, 1, 0}: 22.000000, {0, 5, 1, 0, 6, 7, 0}: 19.000000, {0, 10, 6, 3, 7, 1, 0}: 22.000000, {0, 10, 0, 1, 3, 8, 9, 0}: 22.000000, {0, 6, 8, 1, 2, 9, 7, 0}: 22.000000, {0, 1, 2, 5, 9, 0}: 20.000000, {0, 1, 4, 6, 10, 5, 8, 0}: 22.000000, {0, 10, 2, 0}: 14.000000}"
original,10,1000,1000,30,1,2,0.99,2,0.4,gdb21,33,11,4,149,0,199,21,206.833,10.783,5202.04,3520,"{{0, 8, 5, 8, 6, 10, 0}: 21.000000, {0, 1, 8, 9, 7, 6, 0}: 21.000000, {0, 4, 1, 2, 0}: 20.000000, {0, 9, 7, 0, 1, 3, 6, 0}: 19.000000, {0, 1, 3, 8, 0, 1, 3, 1, 0}: 21.000000, {0, 10, 2, 1, 7, 3, 1, 0}: 21.000000, {0, 1, 5, 10, 0, 9, 6, 0}: 17.000000, {0, 5, 2, 9, 0}: 20.000000, {0, 1, 7, 1, 2, 4, 6, 0, 1, 0}: 19.000000, {0, 6, 5, 9, 0}: 20.000000}"
original,2,1000,1000,30,1,2,0.99,2,0.4,gdb22,44,11,4,191,0,198,99,204.1,3.4093,5733.71,3116,"{{0, 9, 2, 1, 4, 7, 5, 9, 6, 2, 8, 10, 0, 6, 3, 1, 7, 3, 1, 0, 6, 1, 6, 8, 5, 3, 0, 2, 0}: 99.000000, {0, 7, 8, 3, 2, 4, 9, 2, 10, 1, 8, 3, 10, 4, 3, 9, 8, 0, 5, 6, 10, 6, 4, 0}: 99.000000}"
